episode,person,line,id,title,type,season
1,ross,"no i don't, to hell with her, she left me!",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,and you never knew she was a lesbian...,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,ross,"no!! okay?! why does everyone keep fixating onthat? she didn't know, how should i know?",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,chandler,sometimes i wish i was a lesbian... (theyall stare at him.) did i say that out loud?,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,ross,"i told mom and dad last night,they seemed to take it pretty well.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,"oh really, so thathysterical phone call i got from a woman at sobbing 3",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,ross,sorry.,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,"alright ross, look. you're feeling a lot ofpain right now. you're angry. you're hurting. can i tell you what the answer is?",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,"strip joint! c'mon, you're single! have somehormones!",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,ross,"i don't want to be single, okay? i just... ijust- i just wanna be married again!",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,chandler,and i just want a million dollars! (heextends his hand hopefully.),0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,rachel?!,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,rachel,"oh god monica hi! thank god! i just went toyour building and you weren't there and then this guy with a big hammer said you might behere and you are, you are!",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,waitress,can i get you some coffee?,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,"(pointing at rachel) de-caff. (to all) okay,everybody, this is rachel, another lincoln high survivor. (to rachel) this is everybody,this is chandler, and phoebe, and joey, and- you remember my brother ross?",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,rachel,"hi, sure!",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,ross,hi.,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,"so you wanna tell us now, or are we waitingfor four wet bridesmaids?",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,rachel,"oh god... well, it started about a half hourbefore the wedding. i was in the room where we were keeping all the presents, and i waslooking at this gravy boat. this really gorgeous lamauge gravy boat. when all of a sudden-(to the waitress that brought her coffee)sweet 'n' lo?- i realized that i was more turnedon by this gravy boat than by barry! and then i got really freaked out, and that's when ithit me",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,who wasn't invited to the wedding.,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,rachel,"ooh, i was kinda hoping that wouldn't be anissue... [scene",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,"now i'm guessing that he bought her the bigpipe organ, and she's really not happy about it.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,chandler,(imitating the characters)tuna or egg salad? decide!,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,ross,(in a deep voice) i'll havewhatever christine is having.,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,rachel,"(on phone) daddy, i just... i can't marryhim! i'm sorry. i just don't love him. well, it matters to me!",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,phoebe,"if i let go ofmy hair, my head will fall off.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,chandler,"(re tv) ooh, she should not be wearingthose pants.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,i say push her down the stairs.,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,"phoebe, ross, chandler, and joey",push her down the stairs! push her down the stairs! push her down the stairs!,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,rachel,"c'mon daddy, listen to me! it's like, it'slike, all of my life, everyone has always told me, 'you're a shoe! you're a shoe, you're ashoe, you're a shoe!'. and today i just stopped and i said, 'what if i don't wanna be ashoe? what if i wanna be a- a purse, y'know? or a- or a hat! no, i'm not saying i want youto buy me a hat, i'm saying i am a ha- it's a metaphor, daddy!",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,ross,you can see where he'd have trouble.,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,rachel,"look daddy, it's my life. well maybe i'lljust stay here with monica.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,"well, i guess we've established who'sstaying here with monica...",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,rachel,"well, maybe that's my decision. well, maybei don't need your money. wait!! wait, i said maybe!!",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,"just breathe, breathe.. that's it. just tryto think of nice calm things...",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,phoebe,"(sings) raindrops on roses and rabbits andkittens, (rachel and monica turn to look at her.) bluebells and sleighbells and- somethingwith mittens... la la la la...something and noodles withstring. these are a few...",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,rachel,i'm all better now.,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,phoebe,(grins and walks to the kitchen and says tochandler and joey.) i helped!,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,"okay, look, this is probably for the best,y'know? independence. taking control of your life. the whole,'hat' thing.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,"(comforting her) and hey, you need anything,you can always come to joey. me and chandler live across the hall. and he's away a lot.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,"joey, stop hitting on her! it's her weddingday!",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,"what, like there's a rule or something?",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,chandler,"please don't do that again, it's ahorrible sound.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,paul,"(over the intercom) it's, uh,it's paul.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,"oh god, is it6",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,who's paul?,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,ross,"paul the wine guy, paul?",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,maybe. joey,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,ross,he finally asked you out?,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,yes!,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,chandler,"ooh, this is a dear diary moment.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,"rach, wait, i can cancel...",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,rachel,"please, no, go, that'd be fine!",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,"(to ross) are, are you okay? i mean, do youwant me to stay?",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,ross,(choked voice) that'd be good...,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,(horrified) really?,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,ross,"(normal voice) no, go on! it's paul the wineguy!",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,phoebe,"what does that mean? does he sell it, drink it, or just complain a lot? (chandler doesn't know.)",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,"hi, come in! paul, this is.. (they are alllined up next to the door.)... everybody, everybody, this is paul.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,all,hey! paul! hi! the wine guy! hey!,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,chandler,"i'm sorry, i didn't catch your name. paul,was it?",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,"okay, umm-umm, i'lljust--i'll be right back, i just gotta go ah, go ah...",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,ross,a wandering?,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,"change! okay,sit down. (shows paul in) two seconds.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,phoebe,"ooh, i just pulled out four eyelashes. thatcan't be good.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,"hey, paul!",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,paul,yeah?,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,"here's a little tip, shereally likes it when you rub her neck in the same spot over and over and over again untilit starts to get a little red.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,"(yelling from the bedroom)shut up, joey!",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,ross,"so rachel, what're you, uh... what're you upto tonight?",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,rachel,"well, i was kinda supposed to be headed foraruba on my honeymoon, so nothing!",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,ross,"right, you're not even getting your honeymoon,god.. no, no, although, aruba, this time of year... talk about your- (thinks) -biglizards... anyway, if you don't feel like being alone tonight, joey and chandler arecoming over to help me put together my new furniture.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,chandler,"(deadpan) yes, and we're very excitedabout it.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,rachel,"well actually thanks, but i think i'm justgonna hang out here tonight. it's been kinda a long day.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,ross,"okay, sure.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,"hey pheebs, you wanna help?",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,phoebe,"oh, i wish i could, but i don't want to.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,phoebe,"(singing) love is sweet assummer showers, love is a wondrous work of art, but your love oh your love, your love...islike a giant pigeon...crapping on my heart. la-la-la-la-la- (some guy gives her somechange and to that guy) thank you. (sings) la-la-la-la...ohhh!",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,ross,"(squatting and reading the instructions) i'msupposed to attach a brackety thing to the side things, using a bunch of these little wormguys. i have no brackety thing, i see no whim guys whatsoever and- i cannot feel my legs.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,i'm thinking we've got abookcase here.,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,chandler,it's a beautiful thing.,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,(picking up a leftover part) what's this?,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,chandler,i would have tosay that is an 'l'-shaped bracket.,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,which goes where?,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,chandler,i have noidea.,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,done with the bookcase!,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,chandler,all finished!,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,ross,"(clutching a beer can and sniffing) this wascarol's favorite beer. she always drank it out of the can, i should have known.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,"hey-hey-hey-hey, if you'regonna start with that stuff we're outta here.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,chandler,"yes, please don't spoilall this fun.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,"ross, let me ask you a question. she got thefurniture, the stereo, the good tv- what did you get?",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,ross,you guys.,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,chandler,"oh, god.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,you got screwed.,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,chandler,oh my god!,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,oh my god!,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,paul,"i know, i know, i'm such an idiot. i guess ishould have caught on when she started going to the dentist four and five times a week. imean, how clean can teeth get?",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,"my brother's going through that right now,he's such a mess. how did you get through it?",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,paul,"well, you might try accidentally breakingsomething valuable of hers, say her-",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,-leg?,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,paul,"(laughing) that's one way! me, i- i went forthe watch.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,"you actually broke her watch? wow! the worst thing i ever did was, i-i shredded byboyfriend's favorite bath towel.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,paul,"ooh, steer clear of you.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,that's right.[scene,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,rachel,"barry, i'm sorry... i am so sorry... i knowyou probably think that this is all about what i said the other day about you making lovewith your socks on, but it isn't... it isn't, it's about me, and i ju- (she stops talkingand dials the phone.) hi, machine cut me off again... anyway...look,look, i know that some girl is going to be incredibly lucky to become mrs. barry finkel,but it isn't me, it's not me. and not that i have any idea who me is right now, butyou just have to give me a chance too... (the maching cuts her off again and she redials.)",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,ross,i'm divorced! i'm only26 and i'm divorced!,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,shut up!,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,chandler,you must stop! (chandlerhits what he is working on with a hammer and it collapses.),0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,ross,that only took me an hour.,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,chandler,"look, ross, you gottaunderstand, between us we haven't had a relationship that has lasted longer than a mento. you, however have had the love of a woman for four years. four years of closeness and sharing at the end of which she ripped your heart out, andthat is why we don't do it! i don't think that was my point!",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,ross,"you know what the scariest part is? what ifthere's only one woman for everybody, y'know? i mean what if you get one woman- and that'sit? unfortunately in my case, there was only one woman- for her...",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,"what are you talking about? 'one woman'?that's like saying there's only one flavor of ice cream for you. lemme tell you something,ross. there's lots of flavors out there. there's rocky road, and cookie dough, and bing!cherry vanilla. you could get 'em with jimmies, or nuts, or whipped cream! this is thebest thing that ever happened to you! you got married, you were, like, what, eight?welcome back to the world! grab a spoon!",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,ross,i honestly don't know if i'm hungry or horny.,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,chandler,stay out of my freezer! [scene,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,paul,"ever since she walked out on me, i, uh...",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,"what?..... what, you wanna spell it out withnoodles?",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,paul,"no, it's, it's more of a fifth date kindarevelation.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,"oh, so there is gonna be a fifth date?",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,paul,isn't there?,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,"yeah... yeah, i think there is. -what wereyou gonna say?",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,paul,"well, ever-ev-... ever since she left me, um,i haven't been able to, uh, perform. (monica takes a sip of her drink.) ...sexually.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,"(spitting out her drink in shock) oh god, ohgod, i am sorry... i am so sorry...",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,paul,it's okay...,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,i know being spit on is probably not whatyou need right now. um... how long?,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,paul,two years.,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,wow! i'm-i'm-i'm glad you smashed her watch!,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,paul,"so you still think you, um... might want thatfifth date?",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,"(pause)...yeah. yeah, i do.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,priest on tv,"we are gathered here today to join joanne louise cunningham andcharles, chachi-chachi-chachi, arcola in the bound of holy matrimony.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,rachel,oh...see... but joanne loved chachi! that'sthe difference!,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,ross,"(scornful) grab a spoon. do you know how longit's been since i've grabbed a spoon? do the words 'billy, don't be a hero' mean anythingto you?",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,"great story! but, i uh,i gotta go, i got a date with andrea--angela--andrea... oh man, (looks to chandler)",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,chandler,"angela's the screamer,andrea has cats.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,right. thanks.it's june. i'm outta here. (exits.),0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,ross,"y'know, here's the thing. even if i could getit together enough to- to ask a woman out,... who am i gonna ask? (he gazes out of thewindow.)",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,rachel,"isn't this amazing? i mean, i have nevermade coffee before in my entire life.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,chandler,that is amazing.,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,congratulations.,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,rachel,"y'know, i figure if i canmake coffee, there isn't anything i can't do.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,chandler,"if can invade poland,there isn't anything i can't do.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,"listen, while you're on a roll, if you feellike you gotta make like a western omelet or something... (joey and chandler taste thecoffee, grimace, and pour it into a plant pot.) although actually i'm really not thathungry...",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,"(entering, to herself) ohgood, lenny and squigy are here.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,all,morning. good morning.,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,paul,(entering from monica's room)morning.,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,"morning, paul.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,rachel,"hello, paul.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,chandler,"hi, paul, is it?",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,paul,thank you! thank you somuch!,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,stop!,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,paul,"no, i'm telling you last nightwas like umm, all my birthdays, both graduations, plus the barn raising scene in witness.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,we'll talk later.,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,paul,yeah. (they kiss) thank you. (exits),0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,that wasn't a real date?! what the hell do youdo on a real date?,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,"shut up, and put my table back.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,all,okayyy! (they do so.),0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,chandler,"all right, kids, i gotta get to work. if idon't input those numbers,... it doesn't make much of a difference...",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,rachel,"so, like, you guys all have jobs?",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,"yeah, we all have jobs. see, that's how webuy stuff.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,"yeah, i'm an actor.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,rachel,wow! would i have seen you in anything?,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,i doubt it. mostly regional work.,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,"oh wait, wait, unless you happened to catchthe reruns' production of pinocchio, at the little theater in thepark.",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,"look, it was a job all right?",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,chandler,"'look, gippetto, i'm a real live boy.'",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,i will not take this abuse. (walks to the doorand opens it to leave.),0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,chandler,"you're right, i'm sorry. (burst into songand dances out of the door.) once i was a wooden boy, a little wooden boy...",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,joey,"you should both know,that he's a dead man. oh, chandler? (starts after chandler.)",0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,monica,so how you doing today? did you sleep okay?talk to barry? i can't stop smiling.,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
1,rachel,i can see that. you look like you slept witha hanger in your mouth.,0101,The One Where Monica Gets a New Roomate (The Pilot-The Uncut Version),person,01
